"osm_id","geometry","children","adults","elderly","total_pop","age_entropy_index","osm_category","category","subcategory","name"
74080971,"POINT(120192.35049147508 488884.8065034371)",65,655,115,835,0.602793166611477,"leisure","public","park",NULL
74081022,"POINT(123408.36012343863 487220.9311714271)",160,1490,245,1895,0.602798408754739,"leisure","public","playground",NULL
74081622,"POINT(120901.99124344674 489005.1422327457)",140,790,235,1165,0.7654732208869326,"leisure","public","park","Toon Ylandplantsoen"
74082136,"POINT(120483.23154861694 488824.19769078854)",10,70,25,105,0.7609029801617618,"leisure","public","park",NULL
74082784,"POINT(120211.82872795625 488934.02578448236)",65,655,115,835,0.602793166611477,"leisure","public","park",NULL
74171032,"POINT(123687.04204682274 484089.15125427983)",180,760,355,1295,0.8572825478417595,"leisure","public","playground",NULL
74171084,"POINT(123667.01536317187 484068.48655152664)",170,690,325,1185,0.8631441961177668,"leisure","public","playground",NULL
74171292,"POINT(123645.56058611789 484047.2489633259)",220,925,370,1515,0.8426173190812598,"leisure","public","playground",NULL
74341572,"POINT(124812.25578714852 483586.8873866042)",240,1260,460,1960,0.8022558602872527,"leisure","public","playground",NULL
74603474,"POINT(116943.66357091047 486603.7249272714)",220,1145,520,1885,0.8272145429081864,"leisure","public","park","Kröller-Müllerpark"
74604095,"POINT(114039.02196365081 484470.77203749557)",185,825,120,1130,0.6954978918538685,"leisure","public","park","Forintplantsoen"
75540422,"POINT(126387.39461615852 481549.1472473477)",380,2250,370,3000,0.6695717173980327,"leisure","public","park",NULL
78090886,"POINT(119571.14430221298 486665.5366219463)",700,4550,725,5975,0.6504678685402722,"amenity","sustenance","marketplace","Ten Katemarkt"
80583072,"POINT(118851.40458831562 487715.410332155)",310,1130,145,1585,0.7092315333487079,"leisure","public","playground",NULL
84129307,"POINT(119892.85638651477 486934.11279297)",330,2805,505,3640,0.6303173457033217,"leisure","public","playground",NULL
85668096,"POINT(115365.10469646819 486483.14386138757)",550,2240,575,3365,0.7908629124861503,"leisure","public","playground",NULL
86983904,"POINT(122919.87995583033 491146.8811047387)",640,2340,670,3650,0.8205481690834174,"leisure","public","playground",NULL
87089084,"POINT(123531.47403167022 491219.85770629573)",115,430,155,700,0.8464321159971251,"leisure","public","playground",NULL
87242444,"POINT(122462.42052606573 489405.3351705567)",480,1825,170,2475,0.6614770506878749,"leisure","public","playground",NULL
87355256,"POINT(122584.43824133246 489115.1434341228)",565,2510,295,3370,0.6663522428339412,"leisure","public","park",NULL
93800600,"POINT(121237.42169404238 491944.0976448979)",230,955,255,1440,0.7936394211845087,"leisure","public","playground",NULL
94829654,"POINT(123497.9976524779 486046.0051458011)",410,2900,465,3775,0.6386538244290855,"amenity","sustenance","pub","Eeuwige Jeugd"
94829656,"POINT(123526.93039195031 485956.6174247272)",380,2750,405,3535,0.6219850190112919,"amenity","sustenance","restaurant","Five Brothers Fat"
94829657,"POINT(123456.51918442493 486141.88221500244)",425,3000,570,3995,0.6656430483780835,"amenity","sustenance","pub","De Biertuin"
95209891,"POINT(123156.61140076783 485292.0543440175)",955,4865,700,6520,0.6730564017985399,"amenity","sustenance","fast_food","Zizi Snackbar"
95209893,"POINT(123154.36367988179 485162.19745710125)",870,4770,715,6355,0.6675414375957549,"amenity","sustenance","pub","Café Oost"
95209896,"POINT(123196.6140263338 485275.67388902156)",940,4955,705,6600,0.6660320571608151,"amenity","sustenance","fast_food","snackbar 't Snorretje"
95288389,"POINT(123550.18818612833 485443.4593563149)",635,3630,440,4705,0.6299075839642367,"amenity","sustenance","restaurant","Meram"
95288398,"POINT(123444.8125271055 485492.13241349196)",520,2915,320,3755,0.619153380722581,"leisure","public","playground",NULL
95288416,"POINT(123078.9567390524 485535.4860832592)",800,4170,660,5630,0.6835041846694266,"amenity","sustenance","restaurant","Café Maxwell"
95288419,"POINT(123017.10476817774 485573.3834944178)",690,3685,575,4950,0.6776155604079569,"amenity","sustenance","restaurant","ThaiCoon"
95288421,"POINT(123722.08185189629 485311.22779370163)",330,1255,220,1805,0.7462819405688916,"amenity","sustenance","restaurant","Mojo"
95288423,"POINT(123643.42857980597 485249.3723762223)",435,1765,300,2500,0.7322804399812892,"amenity","sustenance","restaurant","La Vallade"
95288426,"POINT(122982.31338790088 484599.33990960964)",225,1600,60,1885,0.4574737410663288,"amenity","sustenance","restaurant","Café-Restaurant Dauphine"
98147575,"POINT(118771.0610263838 486584.11618094565)",325,2195,230,2750,0.5823994134694809,"leisure","public","playground","Columbusplein"
100529104,"POINT(121788.07388853343 485924.15414031286)",420,2840,545,3805,0.6735118268653429,"place","public","square","Frederiksplein"
106191265,"POINT(119785.95560479132 488257.14315843245)",480,3435,290,4205,0.5437567894611527,"leisure","public","playground",NULL
108299001,"POINT(121862.8273968378 485616.0810081787)",290,2330,220,2840,0.5402532975366167,"leisure","public","playground",NULL
108408322,"POINT(123248.33585446092 486681.14943936205)",105,915,225,1245,0.6772875211037013,"leisure","public","playground",NULL
108729967,"POINT(121079.7508655204 491740.9045421929)",305,1270,355,1930,0.7995407986134178,"leisure","public","playground",NULL
109239515,"POINT(126100.11273287785 479179.0403334846)",275,760,170,1205,0.8230173043901646,"shop","general_shop","mall","Boodschappencentrum Holendrecht"
110404482,"POINT(127959.62614236139 485788.4634584172)",425,1610,165,2200,0.6739187311910443,"leisure","public","playground",NULL
110404486,"POINT(128047.24970754626 485712.3806588729)",545,2105,225,2875,0.6762010800298092,"leisure","public","park",NULL
110404488,"POINT(128275.11163053715 485429.7747407246)",615,1795,115,2525,0.6619948673591828,"leisure","public","playground",NULL
111312280,"POINT(122719.27634301907 490160.80702103395)",360,1580,455,2395,0.796263348230836,"leisure","public","dog_park",NULL
111312282,"POINT(122725.38861864421 490164.37098984804)",360,1575,455,2390,0.7971360485326138,"leisure","public","playground",NULL
111323076,"POINT(122603.32108464559 490905.45423620264)",535,1675,165,2375,0.6984186422675054,"leisure","public","playground",NULL
111323088,"POINT(122310.77383000278 490619.2671738183)",60,205,50,315,0.8078922501863905,"leisure","public","playground",NULL
114538342,"POINT(120650.31645009735 486245.83740148734)",80,1215,110,1405,0.4444279557357734,"amenity","culture","theatre","De Balie"
115674004,"POINT(120529.46716747039 489176.9110293246)",445,2880,470,3795,0.6548121762646435,"leisure","public","playground","Suikerplein"
116608776,"POINT(118520.36126577301 488294.7597114185)",575,2740,305,3620,0.6476271764606344,"leisure","public","playground","Hertspieghelplein"
117555154,"POINT(121122.99930456239 488285.0040067263)",345,3410,795,4550,0.6522266583926328,"shop","food_shop","deli","Stach"
117738519,"POINT(120330.21544726724 489422.1921177298)",800,4125,500,5425,0.6465573026240095,"shop","general_shop","supermarket","Albert Heijn"
118446668,"POINT(124711.50918596212 486786.80428091664)",170,1355,245,1770,0.640153903006582,"place","public","square","Hildo Kropplein"
119377895,"POINT(119930.88450861502 484416.63374000986)",925,3140,880,4945,0.8275394910844474,"leisure","public","park",NULL
119377896,"POINT(119985.20080955546 484462.9583429227)",715,2385,690,3790,0.8339915001097541,"leisure","public","park",NULL
119756460,"POINT(121810.19394647221 484027.04795415537)",500,3230,745,4475,0.7087821623537283,"amenity","culture","community_centre","De Brug"
127505497,"POINT(121887.75937935623 488612.69881442003)",35,375,75,485,0.6164593505102223,"amenity","culture","cinema","EYE Filminstituut"
129640675,"POINT(120885.56923780048 488029.86336267664)",380,3695,900,4975,0.6614519943133391,"amenity","sustenance","restaurant","Winkel 43"
142357459,"POINT(124180.98296896726 487513.4012524877)",110,590,110,810,0.7037157939549243,"amenity","sustenance","restaurant","Puerto Pata Negra"
143862679,"POINT(115863.21679556821 484646.46426466736)",270,1255,470,1995,0.8217978957663831,"leisure","public","playground",NULL
143888627,"POINT(114573.82676851754 485462.4332597238)",550,1770,415,2735,0.8103721335040674,"leisure","public","playground",NULL
143888630,"POINT(114538.22036251456 485492.61538920435)",455,1440,310,2205,0.8007744451256165,"leisure","public","playground",NULL
143906189,"POINT(114622.3401231806 485487.1518721041)",895,2605,575,4075,0.8149079028773172,"leisure","public","playground",NULL
143906192,"POINT(114607.11694253812 485470.3822827135)",550,1770,415,2735,0.8103721335040674,"leisure","public","playground",NULL
143923611,"POINT(116222.12159130216 484637.8602252309)",215,1145,325,1685,0.7670286993678194,"leisure","public","playground","Catwalk"
143923613,"POINT(116252.52628173935 485203.42038093106)",65,300,125,490,0.8345398492341674,"leisure","public","park",NULL
143923617,"POINT(116231.81327082528 485322.2898623829)",140,585,225,950,0.8391384525507867,"leisure","public","playground",NULL
143923618,"POINT(116221.72540346117 484576.10471639707)",255,1350,395,2000,0.7721158906549865,"leisure","public","playground",NULL
143923634,"POINT(116222.26814448785 484723.2599512591)",185,1000,325,1510,0.7834879641019208,"leisure","public","playground",NULL
143972019,"POINT(115730.18576630957 484805.14918746095)",285,1370,340,1995,0.7624520967706763,"leisure","public","playground",NULL
144116616,"POINT(116210.63648863735 485370.90820539964)",150,680,245,1075,0.8206166300818183,"leisure","public","playground",NULL
144171162,"POINT(113884.03119177265 485057.94853453245)",450,1920,435,2805,0.7664990038392354,"leisure","public","playground",NULL
144335091,"POINT(116693.23022561497 485169.66109357594)",110,545,225,880,0.8241053467354228,"leisure","public","playground",NULL
144335095,"POINT(116564.37081335558 485108.39487008407)",150,780,350,1280,0.8261747237970953,"leisure","public","playground",NULL
144425925,"POINT(115580.36001851092 484590.61604078143)",265,1305,310,1880,0.7525884272148664,"leisure","public","playground",NULL
144446778,"POINT(116219.22818266225 484307.99879938446)",420,1845,345,2610,0.7342536430868202,"leisure","public","playground",NULL
144446779,"POINT(116209.40536603623 484280.252226201)",365,1635,245,2245,0.6990669025645918,"leisure","public","playground",NULL
144446787,"POINT(116186.56872470255 484224.30436048424)",330,1365,200,1895,0.7081806016926737,"leisure","public","playground",NULL
144446790,"POINT(116169.14913204132 484196.0316842223)",385,1695,250,2330,0.699482321525476,"leisure","public","playground",NULL
144446798,"POINT(116224.31751968744 484366.1321136649)",395,1745,380,2520,0.7557084622507014,"leisure","public","playground","""Grijze Speeltuin"""
144446799,"POINT(116185.92110429224 484167.0048990128)",375,1650,240,2265,0.6975874503059731,"leisure","public","playground",NULL
144460096,"POINT(114463.39364847954 483865.27699292003)",40,220,70,330,0.7782619052670253,"shop","diy_shop","florist",NULL
144701190,"POINT(123573.65649850853 486046.4052535564)",440,3175,480,4095,0.6264823440988266,"leisure","public","playground",NULL
144763493,"POINT(115778.55365505915 485445.73727270815)",135,975,385,1495,0.7694020868027677,"leisure","public","playground",NULL
145953534,"POINT(121232.2270818524 486670.0651467512)",30,985,70,1085,0.33116445912391335,"amenity","sustenance","marketplace","Bloemenmarkt"
146269229,"POINT(123422.24855567487 485362.97080791765)",715,3775,510,5000,0.6582389225717319,"leisure","public","playground",NULL
146569608,"POINT(115792.59249900057 484235.91356926406)",240,1665,510,2415,0.741141501909778,"leisure","public","playground",NULL
146897269,"POINT(118106.33700143622 485342.48193155375)",265,1720,230,2215,0.6240741961177916,"leisure","public","playground",NULL
146897273,"POINT(118293.25368256753 485385.9138445513)",10,60,10,80,0.6695919455357792,"leisure","public","playground",NULL
147245664,"POINT(113707.0225604948 485901.08177133853)",235,705,80,1020,0.7219579263840898,"shop","diy_shop","florist",NULL
147416893,"POINT(115824.91779293788 485113.3925644575)",90,360,125,575,0.8330560607302208,"leisure","public","playground",NULL
147554488,"POINT(123511.58833439411 485396.6670475793)",580,3170,385,4135,0.637427175117439,"amenity","culture","community_centre","Joe's Garage"
148606801,"POINT(128639.36798030224 485389.4841979036)",750,2000,105,2855,0.6571626798464512,"leisure","public","park","Brand Dirk Ochsepark"
149544692,"POINT(114741.6660053028 485516.4792393858)",700,2080,555,3335,0.8379224270715656,"leisure","public","playground",NULL
149544693,"POINT(114790.9232372274 485405.2423513267)",350,1240,395,1985,0.838500744443645,"leisure","public","playground",NULL
150857626,"POINT(124606.00019793306 485960.705078941)",70,465,70,605,0.6384109351277554,"leisure","public","playground","Speeltuin Batavia"
151302606,"POINT(126247.46644176636 481797.8719876659)",395,1030,20,1445,0.596295715165967,"leisure","public","park",NULL
151329694,"POINT(126197.13203830847 481878.96738550504)",420,1210,20,1650,0.5727441952783968,"leisure","public","playground",NULL
151332009,"POINT(126016.5920598159 481753.10557183536)",280,1115,10,1405,0.491634031587519,"leisure","public","park",NULL
151332011,"POINT(125988.86857058396 481837.47074758663)",280,1115,10,1405,0.491634031587519,"leisure","public","park",NULL
151332014,"POINT(125996.57927684613 481789.2046086791)",280,1115,10,1405,0.491634031587519,"leisure","public","park",NULL
151332022,"POINT(126089.47538888933 481858.5912552335)",475,1565,20,2060,0.5389335115015821,"leisure","public","playground",NULL
151332024,"POINT(125973.5701315335 481830.37368966074)",280,1125,10,1415,0.4896408138925472,"leisure","public","park",NULL
151332026,"POINT(126031.33530817859 481760.9162707593)",280,1115,10,1405,0.491634031587519,"leisure","public","playground",NULL
151332029,"POINT(126015.55284729984 481789.72696814867)",310,1185,10,1505,0.4978836501366065,"leisure","public","park",NULL
155851054,"POINT(126720.32616435981 481488.57016968424)",470,1880,475,2825,0.7911718901516631,"leisure","public","playground",NULL
156159304,"POINT(115239.01368191697 484547.3397192182)",255,1010,165,1430,0.7302146783110878,"leisure","public","playground",NULL
156204095,"POINT(114770.98802708733 484732.1193609308)",90,465,25,580,0.5477978808675581,"leisure","public","playground",NULL
157054690,"POINT(113895.08308979246 485731.96818944154)",580,1660,220,2460,0.7482201830701829,"leisure","public","playground",NULL
157054694,"POINT(113939.11346728512 485745.90257682104)",610,1900,265,2775,0.7433557834896238,"leisure","public","playground",NULL
157104321,"POINT(124188.4692939375 484536.4626396378)",245,1155,475,1875,0.8303354400270813,"leisure","public","playground",NULL
157768206,"POINT(123698.92439130938 486740.98848806805)",45,240,45,330,0.7054288090986284,"leisure","public","playground","Oosterspeeltuin"
157828222,"POINT(115418.06767436603 485504.76292480796)",275,795,145,1215,0.7896353696495328,"leisure","public","park",NULL
